id,user,course,difficulty,workload,final_grade,semesters_taken,created_at,updated_at
33,32,46195,9.0,9.0,12.0,,2020-10-17 11:56:46.510175+00:00,2020-10-17 12:49:26.796123+00:00
34,32,104032,9.5,9.0,,,2020-10-19 19:28:57.547159+00:00,2020-10-19 19:28:57.547159+00:00
