id,user,course,difficulty,workload,final_grade,semesters_taken,created_at,updated_at
244,32,234141,7.5,6.5,6.0,,2020-10-24 12:48:44.371830+00:00,2020-10-24 12:49:58.697317+00:00
238,32,234124,6.5,8.0,8.0,,2020-10-24 12:47:22.640303+00:00,2020-10-24 12:50:23.020837+00:00
246,32,104134,5.5,6.5,7.0,,2020-10-24 12:51:10.830567+00:00,2020-10-24 12:51:10.830611+00:00
247,32,234292,6.0,6.0,6.0,,2020-10-24 12:51:45.118628+00:00,2020-10-24 12:51:45.118674+00:00
248,32,324457,2.0,1.5,9.0,,2020-10-24 12:52:23.010651+00:00,2020-10-24 12:52:23.010689+00:00
249,32,94412,8.0,7.0,6.0,,2020-10-24 12:53:01.070931+00:00,2020-10-24 12:53:01.070978+00:00
250,32,94591,5.0,2.5,9.0,,2020-10-24 12:53:42.796915+00:00,2020-10-24 12:53:42.796962+00:00
251,32,104174,7.5,6.0,7.0,,2020-10-24 12:54:15.687015+00:00,2020-10-24 12:54:15.687063+00:00
252,32,234218,8.0,8.0,8.0,,2020-10-24 12:54:42.273485+00:00,2020-10-24 12:54:42.273533+00:00
253,32,324292,1.5,2.0,9.0,,2020-10-24 12:55:23.298417+00:00,2020-10-24 12:55:23.298455+00:00
254,8,104144,6.5,5.0,100.0,,2020-10-25 08:29:49.053599+00:00,2020-10-25 08:29:49.053636+00:00
255,7,324528,1.0,1.5,98.0,,2020-10-25 09:22:50.962509+00:00,2020-10-25 09:22:50.962549+00:00
256,34,44102,1.0,1.0,100.0,,2020-10-26 07:25:48.322513+00:00,2020-10-26 07:25:48.322548+00:00
257,34,104016,6.0,8.0,82.0,,2020-10-26 07:26:33.595139+00:00,2020-10-26 07:26:33.595165+00:00
258,34,104031,9.0,10.0,63.0,,2020-10-26 07:27:22.538363+00:00,2020-10-26 07:27:22.538388+00:00
259,34,114071,8.5,6.5,80.0,,2020-10-26 07:28:30.268785+00:00,2020-10-26 07:28:30.268805+00:00
260,34,234117,7.0,10.0,98.0,,2020-10-26 07:29:08.498013+00:00,2020-10-26 07:29:08.498032+00:00
261,34,44252,6.0,8.5,85.0,,2020-10-26 07:31:42.167101+00:00,2020-10-26 07:31:42.167134+00:00
262,34,104013,10.0,5.5,83.0,,2020-10-26 07:32:29.719495+00:00,2020-10-26 07:32:29.719520+00:00
263,34,104035,8.0,6.5,82.0,,2020-10-26 07:34:40.133975+00:00,2020-10-26 07:34:40.134015+00:00
264,34,114075,10.0,7.5,88.0,,2020-10-26 07:35:13.256458+00:00,2020-10-26 07:35:13.256477+00:00
265,34,44105,4.0,8.5,100.0,,2020-10-26 07:36:47.327345+00:00,2020-10-26 07:36:47.327366+00:00
266,34,104221,9.0,4.5,76.0,,2020-10-26 07:38:56.170338+00:00,2020-10-26 07:38:56.170365+00:00
267,34,104223,7.0,5.5,85.0,,2020-10-26 07:39:36.956590+00:00,2020-10-26 07:39:36.956630+00:00
268,34,234124,6.0,7.0,79.0,,2020-10-26 07:40:15.088261+00:00,2020-10-26 07:40:15.088286+00:00
269,34,234141,9.5,2.0,72.0,,2020-10-26 07:41:02.063021+00:00,2020-10-26 07:41:02.063067+00:00
270,34,44127,7.5,3.0,78.0,,2020-10-26 07:41:35.025160+00:00,2020-10-26 07:41:35.025204+00:00
271,34,44131,8.5,9.5,88.0,,2020-10-26 07:42:14.618129+00:00,2020-10-26 07:42:14.618180+00:00
272,34,104034,4.0,2.5,85.0,,2020-10-26 07:43:09.643197+00:00,2020-10-26 07:43:09.643222+00:00
273,34,104134,1.5,1.5,94.0,,2020-10-26 07:43:38.589476+00:00,2020-10-26 07:43:38.589515+00:00
274,34,234118,1.5,6.5,87.0,,2020-10-26 07:44:25.533751+00:00,2020-10-26 07:44:25.533771+00:00
275,34,234218,8.5,9.5,82.0,,2020-10-26 07:46:34.619431+00:00,2020-10-26 07:46:34.619474+00:00
276,34,324298,1.0,1.0,100.0,,2020-10-26 07:47:14.922794+00:00,2020-10-26 07:47:14.922843+00:00
278,34,394804,1.0,1.5,95.0,,2020-10-26 07:50:23.599636+00:00,2020-10-26 07:50:23.599662+00:00
293,35,104031,7.0,6.0,86.0,,2020-10-30 07:13:38.835226+00:00,2020-10-30 07:13:38.835259+00:00
294,35,104166,5.0,6.5,79.0,,2020-10-30 07:14:15.590126+00:00,2020-10-30 07:14:15.590171+00:00
295,35,114074,8.5,7.0,79.0,,2020-10-30 07:14:40.463749+00:00,2020-10-30 07:14:40.463782+00:00
296,35,234111,1.0,2.0,100.0,,2020-10-30 07:15:06.568641+00:00,2020-10-30 07:15:06.568677+00:00
297,35,104032,7.0,6.0,85.0,,2020-10-30 07:15:39.008353+00:00,2020-10-30 07:15:39.008401+00:00
298,35,114076,8.0,6.0,83.0,,2020-10-30 07:16:02.397223+00:00,2020-10-30 07:16:02.397261+00:00
299,35,234124,2.5,8.5,95.0,,2020-10-30 07:16:28.476127+00:00,2020-10-30 07:16:28.476169+00:00
300,35,234129,3.0,2.0,89.0,,2020-10-30 07:16:49.845351+00:00,2020-10-30 07:16:49.845423+00:00
301,35,234141,7.0,5.0,80.0,,2020-10-30 07:17:14.107037+00:00,2020-10-30 07:17:14.107083+00:00
302,35,44252,3.0,3.5,100.0,,2020-10-30 07:17:36.569976+00:00,2020-10-30 07:17:36.570015+00:00
303,35,94412,10.0,6.0,75.0,,2020-10-30 07:17:57.942026+00:00,2020-10-30 07:17:57.942061+00:00
304,35,234218,2.5,9.0,98.0,,2020-10-30 07:18:19.683544+00:00,2020-10-30 07:18:19.683579+00:00
305,35,234292,4.0,2.0,100.0,,2020-10-30 07:18:42.773974+00:00,2020-10-30 07:18:42.774014+00:00
306,35,104033,4.0,4.0,78.0,,2020-10-30 07:19:03.900787+00:00,2020-10-30 07:19:03.900808+00:00
307,35,234118,6.0,7.0,91.0,,2020-10-30 07:19:24.366609+00:00,2020-10-30 07:19:24.366633+00:00
308,35,234123,7.0,7.5,90.0,,2020-10-30 07:19:46.944730+00:00,2020-10-30 07:19:46.944750+00:00
309,35,234125,4.0,3.0,97.0,,2020-10-30 07:20:05.413987+00:00,2020-10-30 07:20:05.414007+00:00
311,36,234124,9.0,9.0,84.0,,2020-11-10 09:54:44.110247+00:00,2020-11-10 09:54:44.110278+00:00
312,36,234292,7.0,5.0,90.0,,2020-11-10 10:03:59.537574+00:00,2020-11-10 10:03:59.537613+00:00
313,37,236342,5.0,5.0,,,2020-11-10 11:03:26.164730+00:00,2020-11-10 11:03:26.164761+00:00
314,37,236345,8.5,8.5,,,2020-11-10 11:03:44.060394+00:00,2020-11-10 11:03:44.060415+00:00
315,37,236343,7.5,6.0,,,2020-11-10 11:04:08.826371+00:00,2020-11-10 11:04:08.826420+00:00
317,37,234118,6.0,8.0,,,2020-11-10 11:05:33.010692+00:00,2020-11-10 11:05:33.010740+00:00
318,37,234114,3.5,6.0,,,2020-11-10 11:05:45.637761+00:00,2020-11-10 11:05:45.637794+00:00
319,37,236304,10.0,8.5,,,2020-11-10 11:06:29.385545+00:00,2020-11-10 11:06:29.385592+00:00
320,37,236624,5.5,4.0,,,2020-11-10 11:07:09.157651+00:00,2020-11-10 11:07:09.157682+00:00
321,37,234311,2.5,4.0,,,2020-11-10 11:07:34.111677+00:00,2020-11-10 11:07:34.111719+00:00
322,37,234312,2.5,4.5,,,2020-11-10 11:07:46.298694+00:00,2020-11-10 11:07:46.298738+00:00
323,37,236360,7.0,9.0,,,2020-11-10 11:08:29.636609+00:00,2020-11-10 11:08:29.636637+00:00
324,37,236356,6.0,1.5,,,2020-11-10 11:08:54.681488+00:00,2020-11-10 11:08:54.681535+00:00
325,37,236001,2.0,3.0,,,2020-11-10 11:09:12.214966+00:00,2020-11-10 11:09:12.215014+00:00
326,37,236834,5.0,5.0,,,2020-11-10 11:09:33.892837+00:00,2020-11-10 11:09:33.892887+00:00
327,37,236518,9.5,9.5,,,2020-11-10 11:09:59.286787+00:00,2020-11-10 11:09:59.286821+00:00
328,37,236323,3.5,6.0,,,2020-11-10 11:10:17.468285+00:00,2020-11-10 11:10:17.468312+00:00
329,37,234125,2.0,1.0,,,2020-11-10 11:10:38.515298+00:00,2020-11-10 11:10:38.515318+00:00
330,37,46003,3.0,6.5,,,2020-11-10 11:11:12.328971+00:00,2020-11-10 11:11:12.329002+00:00
331,37,324432,1.0,1.0,,,2020-11-10 11:11:28.219003+00:00,2020-11-10 11:11:28.219053+00:00
332,37,236501,6.0,7.0,,,2020-11-10 11:11:44.054592+00:00,2020-11-10 11:11:44.054617+00:00
333,37,236370,4.0,7.0,,,2020-11-10 11:12:01.173876+00:00,2020-11-10 11:12:01.173901+00:00
334,37,236350,7.0,3.0,,,2020-11-10 11:12:22.101678+00:00,2020-11-10 11:12:22.101720+00:00
335,37,236309,10.0,9.0,,,2020-11-10 11:12:49.073185+00:00,2020-11-10 11:12:49.073230+00:00
336,37,114054,2.5,2.5,,,2020-11-10 11:13:08.393946+00:00,2020-11-10 11:13:08.393973+00:00
337,37,236703,6.0,7.5,,,2020-11-10 12:04:21.887589+00:00,2020-11-10 12:04:21.887620+00:00
338,37,236334,7.5,7.0,,,2020-11-10 12:04:45.475201+00:00,2020-11-10 12:04:45.475253+00:00
339,37,236322,4.0,5.0,,,2020-11-10 12:05:12.172808+00:00,2020-11-10 12:05:12.172838+00:00
340,37,236267,5.0,3.0,,,2020-11-10 12:05:52.670283+00:00,2020-11-10 12:05:52.670684+00:00
341,37,234247,8.0,5.5,,,2020-11-10 12:06:09.286566+00:00,2020-11-10 12:06:09.286608+00:00
342,37,234123,7.0,8.5,,,2020-11-10 12:06:23.175584+00:00,2020-11-10 12:06:23.175627+00:00
343,37,236319,5.5,7.0,,,2020-11-10 12:06:41.106581+00:00,2020-11-10 12:06:41.106620+00:00
344,37,234292,5.5,5.0,,,2020-11-10 12:07:04.897974+00:00,2020-11-10 12:07:04.898021+00:00
316,37,234218,6.5,8.0,,,2020-11-10 11:04:43.513982+00:00,2020-11-10 12:07:22.920425+00:00
345,37,114052,4.0,4.0,,,2020-11-10 12:07:36.033368+00:00,2020-11-10 12:07:36.033394+00:00
346,37,94412,6.5,4.0,,,2020-11-10 12:07:49.200026+00:00,2020-11-10 12:07:49.200073+00:00
347,37,114071,6.0,5.5,,,2020-11-10 12:08:24.802604+00:00,2020-11-10 12:08:24.802648+00:00
348,37,104166,5.5,6.0,,,2020-11-10 12:08:35.855238+00:00,2020-11-10 12:08:35.855268+00:00
349,37,104031,5.5,5.5,,,2020-11-10 12:08:51.263921+00:00,2020-11-10 12:08:51.263963+00:00
350,37,324390,1.0,3.0,,,2020-11-10 12:09:14.558277+00:00,2020-11-10 12:09:14.558317+00:00
351,37,394582,2.5,4.0,,,2020-11-10 12:09:37.904702+00:00,2020-11-10 12:09:37.904751+00:00
352,37,324461,1.5,1.0,,,2020-11-10 12:09:59.455493+00:00,2020-11-10 12:09:59.455528+00:00
353,39,104031,2.5,3.0,99.0,,2020-11-10 13:42:25.274825+00:00,2020-11-10 13:42:25.274869+00:00
354,39,104166,4.0,3.0,98.0,,2020-11-10 13:42:56.643689+00:00,2020-11-10 13:42:56.643732+00:00
356,39,234114,3.5,4.5,100.0,,2020-11-10 13:44:15.758702+00:00,2020-11-10 13:44:15.758724+00:00
355,39,114071,6.0,4.0,96.0,,2020-11-10 13:43:24.709535+00:00,2020-11-10 13:44:22.477121+00:00
357,39,104032,5.0,4.0,98.0,,2020-11-10 13:45:24.798060+00:00,2020-11-10 13:45:24.798103+00:00
358,39,104134,5.0,3.0,100.0,,2020-11-10 13:45:43.463197+00:00,2020-11-10 13:45:43.463237+00:00
359,39,234118,8.0,9.0,86.0,,2020-11-10 13:46:09.576483+00:00,2020-11-10 13:46:09.576509+00:00
360,39,234124,6.0,7.5,100.0,,2020-11-10 13:46:30.034085+00:00,2020-11-10 13:46:30.034105+00:00
361,39,234141,6.5,6.0,100.0,,2020-11-10 13:46:48.076244+00:00,2020-11-10 13:46:48.076293+00:00
362,39,234292,3.5,4.5,100.0,,2020-11-10 13:47:19.757017+00:00,2020-11-10 13:47:19.757066+00:00
363,39,94412,6.0,6.0,100.0,,2020-11-10 13:48:20.677939+00:00,2020-11-10 13:48:20.677965+00:00
364,39,104174,6.0,3.0,100.0,,2020-11-10 13:48:35.725856+00:00,2020-11-10 13:48:35.725886+00:00
365,39,114052,4.0,2.0,100.0,,2020-11-10 13:48:50.170886+00:00,2020-11-10 13:48:50.170906+00:00
366,39,234218,7.0,7.5,100.0,,2020-11-10 13:49:08.977757+00:00,2020-11-10 13:49:08.977802+00:00
367,39,236319,6.0,6.5,100.0,,2020-11-10 13:49:32.602602+00:00,2020-11-10 13:49:32.602651+00:00
368,39,324983,2.0,1.0,97.0,,2020-11-10 13:49:54.260994+00:00,2020-11-10 13:49:54.261027+00:00
369,39,94591,2.5,3.5,100.0,,2020-11-10 13:50:17.066797+00:00,2020-11-10 13:50:17.066848+00:00
370,39,234123,9.0,8.0,92.0,,2020-11-10 13:50:33.393500+00:00,2020-11-10 13:50:33.393543+00:00
371,39,234247,7.5,4.0,96.0,,2020-11-10 13:50:49.975067+00:00,2020-11-10 13:50:49.975115+00:00
372,39,236267,6.0,4.0,100.0,,2020-11-10 13:51:05.324211+00:00,2020-11-10 13:51:12.910493+00:00
373,39,236363,6.0,6.5,98.0,,2020-11-10 13:51:38.077145+00:00,2020-11-10 13:51:38.077228+00:00
374,39,236703,7.0,8.0,97.0,,2020-11-10 13:51:59.581292+00:00,2020-11-10 13:51:59.581329+00:00
375,39,324292,1.0,1.5,100.0,,2020-11-10 13:52:13.628128+00:00,2020-11-10 13:52:13.628155+00:00
376,39,104131,1.5,1.5,100.0,,2020-11-10 13:53:31.035842+00:00,2020-11-10 13:53:31.035884+00:00
377,39,114054,2.5,2.5,94.0,,2020-11-10 13:53:47.033410+00:00,2020-11-10 13:53:47.033438+00:00
378,39,234311,7.0,8.0,92.0,,2020-11-10 13:54:09.033961+00:00,2020-11-10 13:54:09.033998+00:00
379,39,236322,8.0,6.0,91.0,,2020-11-10 13:54:22.948241+00:00,2020-11-10 13:54:22.948265+00:00
380,39,236342,4.0,3.5,95.0,,2020-11-10 13:54:42.192967+00:00,2020-11-10 13:54:42.192990+00:00
381,39,236343,6.0,5.0,99.0,,2020-11-10 13:54:59.274753+00:00,2020-11-10 13:55:08.134047+00:00
382,39,236370,6.5,8.0,95.0,,2020-11-10 13:55:27.130707+00:00,2020-11-10 13:55:27.130749+00:00
383,39,236374,3.0,3.5,99.0,,2020-11-10 13:55:44.299310+00:00,2020-11-10 13:55:44.299350+00:00
384,39,236496,9.0,9.5,99.0,,2020-11-10 13:56:21.905243+00:00,2020-11-10 13:56:21.905298+00:00
386,39,234125,5.5,5.0,87.0,,2020-11-10 13:57:06.312814+00:00,2020-11-10 13:57:06.312835+00:00
387,39,234312,7.5,8.5,93.0,,2020-11-10 13:57:23.926265+00:00,2020-11-10 13:57:23.926318+00:00
385,39,324524,1.0,1.0,100.0,,2020-11-10 13:56:41.019279+00:00,2020-11-10 13:56:41.019319+00:00
388,39,236346,3.5,10.0,96.0,,2020-11-10 13:57:50.989645+00:00,2020-11-10 13:57:50.989734+00:00
389,39,236522,8.5,4.0,92.0,,2020-11-10 13:58:12.874813+00:00,2020-11-10 13:58:12.874840+00:00
390,39,236624,6.0,5.0,100.0,,2020-11-10 13:58:30.298567+00:00,2020-11-10 13:58:30.298594+00:00
391,40,234129,1.0,1.5,83.0,,2020-11-10 14:48:16.059874+00:00,2020-11-10 14:48:16.059905+00:00
392,40,234124,6.0,6.0,94.0,,2020-11-10 14:49:10.763828+00:00,2020-11-10 14:49:10.763850+00:00
393,40,134058,1.5,2.0,92.0,,2020-11-10 14:49:43.134074+00:00,2020-11-10 14:49:43.134119+00:00
394,40,234141,5.0,3.0,98.0,,2020-11-10 14:50:40.042149+00:00,2020-11-10 14:50:40.042197+00:00
395,40,104134,4.0,2.0,74.0,,2020-11-10 14:51:16.938376+00:00,2020-11-10 14:51:16.938417+00:00
396,40,44252,4.5,5.5,90.0,,2020-11-10 14:51:57.523745+00:00,2020-11-10 14:51:57.523796+00:00
397,40,94412,8.0,6.0,88.0,,2020-11-10 14:52:22.540552+00:00,2020-11-10 14:52:22.540589+00:00
398,40,234292,6.5,4.0,80.0,,2020-11-10 14:52:52.590818+00:00,2020-11-10 14:52:52.590845+00:00
399,40,234218,8.5,8.5,87.0,,2020-11-10 14:53:19.768587+00:00,2020-11-10 14:53:19.768623+00:00
400,40,234125,8.0,4.0,85.0,,2020-11-10 14:53:52.683543+00:00,2020-11-10 14:53:52.683591+00:00
401,40,114052,6.5,4.0,90.0,,2020-11-10 14:54:31.868112+00:00,2020-11-10 14:54:31.868161+00:00
402,38,115204,8.0,7.0,99.0,,2020-11-10 15:24:06.962669+00:00,2020-11-10 15:24:06.962689+00:00
403,38,116031,7.0,7.0,100.0,,2020-11-10 15:24:27.332343+00:00,2020-11-10 15:24:27.332367+00:00
404,38,46200,6.5,5.0,95.0,,2020-11-10 15:25:40.688698+00:00,2020-11-10 15:25:40.688738+00:00
405,38,44339,6.0,3.0,93.0,,2020-11-10 15:26:07.358939+00:00,2020-11-10 15:26:07.358988+00:00
406,38,46195,8.5,4.5,92.0,,2020-11-10 15:26:33.145064+00:00,2020-11-10 15:26:33.145091+00:00
407,38,116217,7.5,5.0,93.0,,2020-11-10 15:27:03.415426+00:00,2020-11-10 15:27:03.415471+00:00
408,38,44202,6.5,7.5,95.0,,2020-11-10 15:27:37.812955+00:00,2020-11-10 15:27:37.812976+00:00
409,38,44198,6.5,3.0,95.0,,2020-11-10 15:28:02.547072+00:00,2020-11-10 15:28:02.547106+00:00
410,38,44137,9.5,8.0,91.0,,2020-11-10 15:28:25.904394+00:00,2020-11-10 15:28:25.904420+00:00
411,38,44148,4.5,3.0,95.0,,2020-11-10 15:28:48.706368+00:00,2020-11-10 15:28:48.706394+00:00
412,38,115203,4.5,4.5,88.0,,2020-11-10 15:29:12.967919+00:00,2020-11-10 15:29:12.967941+00:00
413,38,114036,7.0,4.5,92.0,,2020-11-10 15:29:42.643619+00:00,2020-11-10 15:29:42.643640+00:00
414,38,44140,4.5,1.0,91.0,,2020-11-10 15:30:01.221386+00:00,2020-11-10 15:30:01.221419+00:00
415,38,44131,8.5,3.5,92.0,,2020-11-10 15:30:20.019691+00:00,2020-11-10 15:30:20.019735+00:00
416,38,44127,8.5,4.0,84.0,,2020-11-10 15:30:38.515663+00:00,2020-11-10 15:30:38.515704+00:00
417,38,114101,10.0,7.0,85.0,,2020-11-10 15:31:08.933444+00:00,2020-11-10 15:31:08.933467+00:00
418,38,104223,8.0,5.0,99.0,,2020-11-10 15:31:27.605403+00:00,2020-11-10 15:31:27.605451+00:00
419,38,104221,8.5,5.0,88.0,,2020-11-10 15:31:46.946355+00:00,2020-11-10 15:31:46.946401+00:00
420,38,104034,5.0,1.0,90.0,,2020-11-10 15:32:05.218417+00:00,2020-11-10 15:32:05.218457+00:00
421,38,44268,5.5,4.5,87.0,,2020-11-10 15:32:23.754740+00:00,2020-11-10 15:32:23.754792+00:00
422,38,44105,3.5,6.0,100.0,,2020-11-10 15:32:40.832448+00:00,2020-11-10 15:32:40.832480+00:00
423,38,114076,9.0,8.0,92.0,,2020-11-10 15:32:58.673080+00:00,2020-11-10 15:32:58.673175+00:00
424,38,104035,9.5,8.0,72.0,,2020-11-10 15:33:14.760102+00:00,2020-11-10 15:33:14.760124+00:00
425,38,104013,8.5,7.0,100.0,,2020-11-10 15:33:27.826903+00:00,2020-11-10 15:33:27.826952+00:00
426,38,44252,6.5,6.5,96.0,,2020-11-10 15:33:45.161024+00:00,2020-11-10 15:33:45.161068+00:00
427,38,234117,2.0,1.5,100.0,,2020-11-10 15:34:01.768744+00:00,2020-11-10 15:34:01.768766+00:00
428,38,114074,10.0,10.0,94.0,,2020-11-10 15:34:17.054399+00:00,2020-11-10 15:34:17.054467+00:00
429,38,104031,6.5,1.5,97.0,,2020-11-10 15:34:36.675835+00:00,2020-11-10 15:34:36.675875+00:00
430,38,104016,4.5,3.0,91.0,,2020-11-10 15:35:01.925344+00:00,2020-11-10 15:35:01.925381+00:00
431,41,104031,7.5,7.0,,,2020-11-10 16:14:31.207244+00:00,2020-11-10 16:14:46.314595+00:00
432,41,104032,7.5,7.5,,,2020-11-10 16:15:16.053117+00:00,2020-11-10 16:15:16.053155+00:00
433,41,104166,8.0,7.5,,,2020-11-10 16:15:44.078526+00:00,2020-11-10 16:15:44.078554+00:00
434,41,234114,5.0,3.0,,,2020-11-10 16:16:14.480749+00:00,2020-11-10 16:16:14.480799+00:00
435,41,234129,5.0,2.0,,,2020-11-10 16:16:42.719752+00:00,2020-11-10 16:16:42.719786+00:00
436,41,234141,6.5,3.5,,,2020-11-10 16:17:18.958201+00:00,2020-11-10 16:17:18.958304+00:00
437,41,234124,6.0,9.0,,,2020-11-10 16:17:47.411535+00:00,2020-11-10 16:17:47.411575+00:00
438,41,234125,8.0,5.0,,,2020-11-10 16:18:05.982352+00:00,2020-11-10 16:18:05.982391+00:00
439,41,324965,1.5,1.0,,,2020-11-10 16:21:00.138662+00:00,2020-11-10 16:21:00.138681+00:00
440,42,94412,9.5,5.5,65.0,,2021-01-04 10:28:55.388333+00:00,2021-01-04 10:28:55.388385+00:00
441,42,44252,3.5,4.0,96.0,,2021-01-04 10:30:28.691240+00:00,2021-01-04 10:30:28.691293+00:00
442,42,234218,8.0,7.5,94.0,,2021-01-04 10:31:16.200161+00:00,2021-01-04 10:31:16.200214+00:00
443,42,234292,7.0,6.5,,,2021-01-04 10:31:59.551903+00:00,2021-01-04 10:31:59.551954+00:00
444,42,104134,6.0,4.5,,,2021-01-04 10:32:43.092056+00:00,2021-01-04 10:32:43.092102+00:00
445,42,234118,4.5,7.5,90.0,,2021-01-04 10:33:34.881021+00:00,2021-01-04 10:33:34.881065+00:00
446,42,234123,7.5,8.5,82.0,,2021-01-04 10:34:20.360373+00:00,2021-01-04 10:34:20.360423+00:00
447,42,234247,8.0,6.5,85.0,,2021-01-04 10:34:48.354133+00:00,2021-01-04 10:34:48.354184+00:00
448,42,134058,6.0,1.5,,,2021-01-04 10:35:38.946983+00:00,2021-01-04 10:35:38.947033+00:00
449,48,104016,4.5,7.5,91.0,,2021-01-04 10:41:16.967702+00:00,2021-01-04 10:41:16.967748+00:00
450,45,104031,7.0,6.5,100.0,,2021-01-04 10:51:08.604634+00:00,2021-01-04 10:51:08.604678+00:00
451,45,114101,10.0,10.0,77.0,,2021-01-04 10:51:31.861277+00:00,2021-01-04 10:51:31.861321+00:00
452,45,44131,6.0,6.5,98.0,,2021-01-04 10:51:55.994501+00:00,2021-01-04 10:51:55.994553+00:00
453,45,115203,7.5,8.5,87.0,,2021-01-04 10:52:19.958969+00:00,2021-01-04 10:52:19.959019+00:00
454,44,44252,7.5,6.0,73.0,,2021-01-04 11:11:10.114509+00:00,2021-01-04 11:11:10.114560+00:00
455,44,104031,7.0,5.5,87.0,,2021-01-04 11:11:34.492094+00:00,2021-01-04 11:11:34.492147+00:00
456,44,104016,9.0,3.5,81.0,,2021-01-04 11:12:00.784462+00:00,2021-01-04 11:12:00.784517+00:00
457,44,234117,3.5,6.0,85.0,,2021-01-04 11:12:35.005128+00:00,2021-01-04 11:12:35.005176+00:00
458,44,44105,6.5,5.0,95.0,,2021-01-04 11:13:24.026618+00:00,2021-01-04 11:13:24.026664+00:00
459,44,236376,9.0,10.0,,,2021-01-04 11:13:40.519482+00:00,2021-01-04 11:13:40.519536+00:00
460,53,104016,4.0,4.0,,,2021-01-04 11:18:47.085094+00:00,2021-01-04 11:18:47.085151+00:00
461,53,104031,7.0,6.0,90.0,,2021-01-04 11:19:34.697347+00:00,2021-01-04 11:19:34.697395+00:00
462,54,234114,4.0,3.5,93.0,,2021-01-04 11:19:42.357585+00:00,2021-01-04 11:19:42.357634+00:00
463,54,234129,3.5,2.5,89.0,,2021-01-04 11:20:15.132117+00:00,2021-01-04 11:20:15.132172+00:00
464,54,104032,8.5,9.5,84.0,,2021-01-04 11:20:37.140666+00:00,2021-01-04 11:20:37.140708+00:00
465,54,104031,7.0,8.0,70.0,,2021-01-04 11:20:50.907812+00:00,2021-01-04 11:20:50.907855+00:00
466,53,114074,8.0,6.0,,,2021-01-04 11:21:03.860172+00:00,2021-01-04 11:21:03.860222+00:00
467,54,234141,7.0,3.5,56.0,,2021-01-04 11:21:08.114773+00:00,2021-01-04 11:21:08.114824+00:00
468,54,234125,6.5,7.0,83.0,,2021-01-04 11:21:20.210371+00:00,2021-01-04 11:21:20.210415+00:00
469,53,125001,3.0,5.0,,,2021-01-04 11:21:30.120393+00:00,2021-01-04 11:21:30.120446+00:00
470,54,114071,5.0,9.0,78.0,,2021-01-04 11:21:30.394675+00:00,2021-01-04 11:21:30.394733+00:00
471,54,234122,6.5,9.0,79.0,,2021-01-04 11:21:48.641081+00:00,2021-01-04 11:21:48.641130+00:00
472,53,134058,2.0,1.0,,,2021-01-04 11:21:52.350387+00:00,2021-01-04 11:21:52.350438+00:00
473,53,334021,1.0,1.0,,,2021-01-04 11:22:06.872828+00:00,2021-01-04 11:22:06.872876+00:00
474,53,104013,5.0,5.0,,,2021-01-04 11:22:32.132767+00:00,2021-01-04 11:22:32.132815+00:00
475,52,94412,9.5,7.0,,,2021-01-04 11:24:33.831949+00:00,2021-01-04 11:24:33.831994+00:00
476,53,104035,7.5,6.0,,,2021-01-04 11:24:50.043349+00:00,2021-01-04 11:24:50.043394+00:00
477,53,114032,3.0,8.5,,,2021-01-04 11:25:15.541349+00:00,2021-01-04 11:25:15.541396+00:00
478,52,104031,6.0,5.5,,,2021-01-04 11:25:19.468487+00:00,2021-01-04 11:25:19.468541+00:00
479,53,114076,8.5,4.5,,,2021-01-04 11:25:40.305086+00:00,2021-01-04 11:25:40.305136+00:00
482,53,44105,6.5,4.5,,,2021-01-04 11:26:38.980543+00:00,2021-01-04 11:26:38.980596+00:00
484,53,104223,7.0,8.0,,,2021-01-04 11:27:23.416150+00:00,2021-01-04 11:27:23.416197+00:00
485,53,114086,7.0,5.0,,,2021-01-04 11:27:57.984284+00:00,2021-01-04 11:27:57.984327+00:00
491,53,104034,8.0,2.5,,,2021-01-04 11:29:23.051699+00:00,2021-01-04 11:29:23.051747+00:00
493,55,274109,1.0,1.0,,,2021-01-04 11:30:05.399092+00:00,2021-01-04 11:30:05.399172+00:00
487,55,324397,1.5,1.0,,,2021-01-04 11:28:38.770355+00:00,2021-01-04 11:30:17.330960+00:00
496,53,334221,2.5,1.5,,,2021-01-04 11:30:29.509372+00:00,2021-01-04 11:30:29.509421+00:00
498,55,274138,6.5,6.0,,,2021-01-04 11:30:52.286668+00:00,2021-01-04 11:30:52.286717+00:00
500,55,124120,7.0,6.5,,,2021-01-04 11:31:17.627604+00:00,2021-01-04 11:31:17.627686+00:00
501,53,335009,6.0,2.5,,,2021-01-04 11:31:28.518970+00:00,2021-01-04 11:31:28.519011+00:00
502,53,336537,5.0,2.0,,,2021-01-04 11:31:43.092042+00:00,2021-01-04 11:31:43.092092+00:00
480,53,124801,2.0,1.5,,,2021-01-04 11:26:02.282258+00:00,2021-01-04 11:26:02.282301+00:00
481,53,234112,3.5,3.5,,,2021-01-04 11:26:19.498286+00:00,2021-01-04 11:26:19.498333+00:00
483,53,104221,5.0,2.0,,,2021-01-04 11:27:00.773009+00:00,2021-01-04 11:27:00.773060+00:00
486,53,114101,7.5,4.0,,,2021-01-04 11:28:14.441646+00:00,2021-01-04 11:28:14.441686+00:00
488,53,134019,6.0,3.5,,,2021-01-04 11:28:39.044511+00:00,2021-01-04 11:28:39.044564+00:00
