id,user,course,difficulty,workload,final_grade,semesters_taken,created_at,updated_at
489,53,274001,3.5,1.0,,,2021-01-04 11:29:01.507427+00:00,2021-01-04 11:29:01.507555+00:00
490,55,277210,5.5,4.0,,,2021-01-04 11:29:08.752592+00:00,2021-01-04 11:29:08.752645+00:00
492,55,114248,7.0,6.0,,,2021-01-04 11:29:44.197919+00:00,2021-01-04 11:29:44.197963+00:00
494,53,115203,6.0,6.0,,,2021-01-04 11:30:08.697318+00:00,2021-01-04 11:30:08.697371+00:00
495,55,275315,1.0,1.0,,,2021-01-04 11:30:28.247878+00:00,2021-01-04 11:30:28.247926+00:00
497,53,334222,4.0,2.5,,,2021-01-04 11:30:52.208338+00:00,2021-01-04 11:30:52.208386+00:00
499,53,334331,1.0,1.0,,,2021-01-04 11:31:06.515253+00:00,2021-01-04 11:31:06.515318+00:00
503,55,274142,1.0,1.0,,,2021-01-04 11:31:55.505321+00:00,2021-01-04 11:31:55.505374+00:00
504,53,114034,4.0,9.5,,,2021-01-04 11:31:57.210738+00:00,2021-01-04 11:31:57.210845+00:00
505,53,115204,7.0,5.0,,,2021-01-04 11:32:19.816124+00:00,2021-01-04 11:32:19.816173+00:00
506,53,276011,4.0,1.5,,,2021-01-04 11:33:03.120964+00:00,2021-01-04 11:33:03.121014+00:00
507,53,334022,6.5,3.5,,,2021-01-04 11:33:20.365900+00:00,2021-01-04 11:33:20.365947+00:00
508,53,337403,5.0,1.5,,,2021-01-04 11:33:34.851385+00:00,2021-01-04 11:33:34.851436+00:00
509,53,44202,8.0,6.0,,,2021-01-04 11:33:51.326781+00:00,2021-01-04 11:33:51.326825+00:00
510,53,114010,1.0,1.0,,,2021-01-04 11:34:03.070317+00:00,2021-01-04 11:34:03.070359+00:00
511,53,114246,9.0,8.5,,,2021-01-04 11:34:20.571996+00:00,2021-01-04 11:34:20.572048+00:00
512,53,335001,4.0,7.5,,,2021-01-04 11:34:44.126125+00:00,2021-01-04 11:34:44.126175+00:00
513,53,335010,3.5,7.0,,,2021-01-04 11:35:02.879350+00:00,2021-01-04 11:35:02.879401+00:00
514,53,336544,5.0,1.5,,,2021-01-04 11:35:15.461942+00:00,2021-01-04 11:35:15.461992+00:00
515,53,336545,3.5,1.5,,,2021-01-04 11:35:29.336343+00:00,2021-01-04 11:35:29.336392+00:00
516,53,335002,4.0,9.0,,,2021-01-04 11:35:51.409324+00:00,2021-01-04 11:35:51.409378+00:00
517,53,44198,8.0,3.5,,,2021-01-04 11:37:26.830563+00:00,2021-01-04 11:37:26.830612+00:00
518,53,44268,7.0,4.0,,,2021-01-04 11:37:47.789721+00:00,2021-01-04 11:37:47.789767+00:00
519,53,336502,5.0,1.5,,,2021-01-04 11:38:07.425660+00:00,2021-01-04 11:38:07.425708+00:00
520,53,336533,6.5,5.0,,,2021-01-04 11:38:17.256091+00:00,2021-01-04 11:38:17.256139+00:00
521,53,44127,8.0,4.0,,,2021-01-04 11:38:34.023231+00:00,2021-01-04 11:38:34.023281+00:00
522,53,44252,5.0,5.0,,,2021-01-04 11:38:52.736086+00:00,2021-01-04 11:38:52.736131+00:00
523,53,46002,9.0,5.0,,,2021-01-04 11:39:21.164107+00:00,2021-01-04 11:39:21.164163+00:00
524,53,114035,6.0,8.0,,,2021-01-04 11:39:44.080031+00:00,2021-01-04 11:39:44.080083+00:00
525,53,114036,9.0,3.0,,,2021-01-04 11:40:01.311976+00:00,2021-01-04 11:40:01.312027+00:00
526,53,44160,5.0,10.0,,,2021-01-04 11:40:12.647779+00:00,2021-01-04 11:40:12.647824+00:00
527,53,44165,3.0,5.0,,,2021-01-04 11:40:23.808441+00:00,2021-01-04 11:40:23.808490+00:00
528,53,46200,6.5,4.5,,,2021-01-04 11:40:42.952102+00:00,2021-01-04 11:40:42.952155+00:00
529,53,134113,9.0,3.5,,,2021-01-04 11:40:56.169860+00:00,2021-01-04 11:40:56.169908+00:00
530,53,336546,7.0,7.0,,,2021-01-04 11:41:08.805178+00:00,2021-01-04 11:41:08.805224+00:00
531,53,44101,5.0,5.0,,,2021-01-04 11:41:20.338189+00:00,2021-01-04 11:41:20.338243+00:00
532,53,94423,4.5,6.5,,,2021-01-04 11:41:37.391846+00:00,2021-01-04 11:41:37.391890+00:00
533,53,116004,7.0,4.0,,,2021-01-04 11:41:48.748007+00:00,2021-01-04 11:41:48.748057+00:00
534,53,336208,7.5,8.5,,,2021-01-04 11:42:01.975141+00:00,2021-01-04 11:42:01.975225+00:00
535,57,234125,6.0,5.0,79.0,,2021-01-04 12:00:53.427300+00:00,2021-01-04 12:00:53.427348+00:00
536,56,104195,6.0,5.0,89.0,,2021-01-04 12:01:11.001587+00:00,2021-01-04 12:01:11.001641+00:00
537,56,104166,5.5,6.0,92.0,,2021-01-04 12:01:34.301555+00:00,2021-01-04 12:01:34.301594+00:00
538,57,234141,8.0,4.0,,,2021-01-04 12:01:40.871006+00:00,2021-01-04 12:01:40.871054+00:00
539,57,44252,5.0,7.0,84.0,,2021-01-04 12:02:17.052671+00:00,2021-01-04 12:02:17.052717+00:00
541,57,94412,6.0,6.0,82.0,,2021-01-04 12:02:44.697308+00:00,2021-01-04 12:02:44.697394+00:00
543,56,234123,9.0,8.5,89.0,,2021-01-04 12:03:05.992711+00:00,2021-01-04 12:03:05.992761+00:00
544,57,234218,6.5,8.0,,,2021-01-04 12:03:10.480074+00:00,2021-01-04 12:03:10.480121+00:00
545,56,104173,6.0,4.5,98.0,,2021-01-04 12:04:04.318397+00:00,2021-01-04 12:04:04.318441+00:00
546,57,104135,5.0,2.0,81.0,,2021-01-04 12:04:22.168116+00:00,2021-01-04 12:04:22.168168+00:00
547,56,104290,4.5,3.0,99.0,,2021-01-04 12:04:37.244010+00:00,2021-01-04 12:04:37.244060+00:00
548,57,234292,6.5,2.0,76.0,,2021-01-04 12:04:48.397793+00:00,2021-01-04 12:04:48.397842+00:00
549,56,104001,1.0,1.0,100.0,,2021-01-04 12:04:56.745262+00:00,2021-01-04 12:04:56.745314+00:00
550,57,234124,6.0,8.0,77.0,,2021-01-04 12:05:26.183946+00:00,2021-01-04 12:05:26.183997+00:00
551,56,114074,9.5,9.5,86.0,,2021-01-04 12:05:33.539994+00:00,2021-01-04 12:05:33.540051+00:00
552,56,134058,3.0,4.0,86.0,,2021-01-04 12:06:07.684588+00:00,2021-01-04 12:06:07.684638+00:00
542,56,104281,7.0,6.0,94.0,,2021-01-04 12:02:44.787605+00:00,2021-01-04 12:06:18.963860+00:00
553,56,104172,6.0,4.5,96.0,,2021-01-04 12:06:42.856103+00:00,2021-01-04 12:06:42.856152+00:00
554,56,104286,5.0,6.0,100.0,,2021-01-04 12:07:07.486229+00:00,2021-01-04 12:07:07.486277+00:00
555,56,114076,9.5,9.0,74.0,,2021-01-04 12:07:33.290529+00:00,2021-01-04 12:07:33.290579+00:00
556,56,234118,6.5,6.5,84.0,,2021-01-04 12:07:55.475040+00:00,2021-01-04 12:07:55.475092+00:00
557,56,234124,4.0,4.5,97.0,,2021-01-04 12:08:25.437032+00:00,2021-01-04 12:08:25.437079+00:00
558,56,124400,4.0,3.0,100.0,,2021-01-04 12:08:47.661728+00:00,2021-01-04 12:08:47.661775+00:00
559,56,124415,6.0,6.0,98.0,,2021-01-04 12:09:08.728245+00:00,2021-01-04 12:09:08.728297+00:00
560,56,104285,6.0,4.5,100.0,,2021-01-04 12:09:34.731568+00:00,2021-01-04 12:09:34.731615+00:00
561,56,104142,9.0,5.5,97.0,,2021-01-04 12:10:21.972196+00:00,2021-01-04 12:10:21.972250+00:00
562,56,104276,6.5,4.0,94.0,,2021-01-04 12:10:43.192125+00:00,2021-01-04 12:10:43.192170+00:00
563,56,106156,4.5,5.0,91.0,,2021-01-04 12:10:58.408106+00:00,2021-01-04 12:10:58.408154+00:00
565,56,104295,5.5,5.5,100.0,,2021-01-04 12:11:37.964183+00:00,2021-01-04 12:11:37.964235+00:00
566,58,94412,7.0,7.0,,,2021-01-04 12:11:38.846196+00:00,2021-01-04 12:11:45.440860+00:00
567,56,234218,7.5,6.0,87.0,,2021-01-04 12:11:59.666215+00:00,2021-01-04 12:11:59.666261+00:00
568,58,234124,7.0,8.0,,,2021-01-04 12:12:11.136164+00:00,2021-01-04 12:12:11.136213+00:00
569,56,236377,4.5,5.0,92.0,,2021-01-04 12:12:18.813910+00:00,2021-01-04 12:12:18.814053+00:00
570,56,234125,3.5,3.5,97.0,,2021-01-04 12:12:34.000660+00:00,2021-01-04 12:12:34.000707+00:00
571,58,104032,8.0,6.0,,,2021-01-04 12:13:05.956576+00:00,2021-01-04 12:13:05.956642+00:00
572,58,104031,7.5,7.0,,,2021-01-04 12:13:32.503129+00:00,2021-01-04 12:13:32.503777+00:00
573,56,234247,7.5,4.0,89.0,,2021-01-04 12:13:42.516280+00:00,2021-01-04 12:13:42.516334+00:00
574,58,104166,7.0,7.5,,,2021-01-04 12:13:49.270051+00:00,2021-01-04 12:13:49.270095+00:00
575,56,236501,5.5,6.5,89.0,,2021-01-04 12:13:57.505665+00:00,2021-01-04 12:13:57.505858+00:00
576,56,104222,5.5,6.5,95.0,,2021-01-04 12:14:19.932181+00:00,2021-01-04 12:14:19.932229+00:00
577,58,44252,7.5,7.0,,,2021-01-04 12:14:21.169286+00:00,2021-01-04 12:14:21.169334+00:00
578,56,104165,8.0,5.5,93.0,,2021-01-04 12:14:40.055700+00:00,2021-01-04 12:14:40.055751+00:00
579,56,104122,4.0,3.5,93.0,,2021-01-04 12:14:58.708613+00:00,2021-01-04 12:14:58.708668+00:00
580,58,234292,5.0,6.0,,,2021-01-04 12:15:10.474918+00:00,2021-01-04 12:15:19.932580+00:00
581,56,104144,7.5,5.5,100.0,,2021-01-04 12:15:24.489912+00:00,2021-01-04 12:15:24.490028+00:00
564,58,234114,6.5,7.0,,,2021-01-04 12:11:23.464989+00:00,2021-01-04 12:15:32.091255+00:00
582,56,106306,4.5,4.0,99.0,,2021-01-04 12:15:40.928236+00:00,2021-01-04 12:15:40.928281+00:00
583,56,106378,6.5,4.5,95.0,,2021-01-04 12:15:53.488130+00:00,2021-01-04 12:15:53.488181+00:00
584,56,106397,6.0,3.5,100.0,,2021-01-04 12:16:21.235473+00:00,2021-01-04 12:16:21.235520+00:00
585,56,44252,3.5,3.0,95.0,,2021-01-04 12:16:40.679891+00:00,2021-01-04 12:16:40.679943+00:00
586,56,236360,7.0,6.0,92.0,,2021-01-04 12:17:00.056162+00:00,2021-01-04 12:17:00.056209+00:00
587,56,234901,6.5,9.0,95.0,,2021-01-04 12:17:16.521693+00:00,2021-01-04 12:17:16.521744+00:00
588,56,124120,6.5,5.5,96.0,,2021-01-04 12:17:47.833979+00:00,2021-01-04 12:17:47.834027+00:00
589,56,124711,7.0,5.5,100.0,,2021-01-04 12:18:10.826744+00:00,2021-01-04 12:18:10.826789+00:00
590,56,104279,3.5,3.0,96.0,,2021-01-04 12:18:43.190634+00:00,2021-01-04 12:18:43.190682+00:00
591,67,114071,6.5,4.5,80.0,,2021-01-04 14:53:57.281265+00:00,2021-01-04 14:53:57.281311+00:00
592,67,236506,8.0,7.0,77.0,,2021-01-04 14:54:39.659399+00:00,2021-01-04 14:54:39.659451+00:00
593,67,234901,6.0,9.0,94.0,,2021-01-04 14:55:16.810410+00:00,2021-01-04 14:55:16.810453+00:00
594,67,236501,5.0,7.0,92.0,,2021-01-04 14:55:57.188388+00:00,2021-01-04 14:55:57.188438+00:00
595,67,106306,9.5,7.0,96.0,,2021-01-04 14:56:34.916664+00:00,2021-01-04 14:56:34.916710+00:00
596,67,234247,9.5,7.0,82.0,,2021-01-04 14:57:32.886867+00:00,2021-01-04 14:57:32.886912+00:00
597,67,236343,9.0,8.0,88.0,,2021-01-04 14:58:05.461328+00:00,2021-01-04 14:58:05.461377+00:00
598,67,234123,8.0,9.5,78.0,,2021-01-04 14:58:52.026092+00:00,2021-01-04 14:58:52.026138+00:00
599,67,104166,7.5,9.0,99.0,,2021-01-04 14:59:28.739855+00:00,2021-01-04 14:59:28.739944+00:00
600,67,104195,9.0,9.0,95.0,,2021-01-04 15:00:02.904335+00:00,2021-01-04 15:00:02.904388+00:00
601,67,104281,8.5,8.5,90.0,,2021-01-04 15:00:25.285408+00:00,2021-01-04 15:00:25.285452+00:00
602,67,104142,10.0,8.0,90.0,,2021-01-04 15:01:06.957446+00:00,2021-01-04 15:01:06.957604+00:00
603,67,104279,4.0,5.0,96.0,,2021-01-04 15:02:08.903020+00:00,2021-01-04 15:02:08.903061+00:00
604,67,106156,5.0,7.5,,,2021-01-04 15:02:40.777627+00:00,2021-01-04 15:02:40.777678+00:00
605,68,236781,8.5,9.0,,,2021-01-04 15:07:28.300358+00:00,2021-01-04 15:07:28.300416+00:00
606,68,104134,3.0,2.0,100.0,,2021-01-04 15:08:07.040389+00:00,2021-01-04 15:08:07.040436+00:00
607,68,234123,7.0,6.5,94.0,,2021-01-04 15:10:38.422515+00:00,2021-01-04 15:10:38.434673+00:00
608,68,236363,4.0,4.5,97.0,,2021-01-04 15:11:05.594823+00:00,2021-01-04 15:11:05.594873+00:00
609,63,56391,3.0,3.0,96.0,,2021-01-04 15:30:14.464495+00:00,2021-01-04 15:30:14.464538+00:00
610,63,124417,6.5,6.0,93.0,,2021-01-04 15:30:48.166326+00:00,2021-01-04 15:30:48.166375+00:00
611,63,314311,4.5,6.0,93.0,,2021-01-04 15:31:16.871945+00:00,2021-01-04 15:31:16.872472+00:00
612,63,314312,5.5,4.0,85.0,,2021-01-04 15:31:43.467559+00:00,2021-01-04 15:31:43.467611+00:00
613,63,315008,6.5,4.5,94.0,,2021-01-04 15:32:52.814593+00:00,2021-01-04 15:32:52.814638+00:00
614,63,315030,7.5,4.5,93.0,,2021-01-04 15:33:27.724168+00:00,2021-01-04 15:33:27.724218+00:00
615,63,315039,8.0,4.5,84.0,,2021-01-04 15:33:49.768127+00:00,2021-01-04 15:33:49.768173+00:00
616,63,324992,5.5,1.5,92.0,,2021-01-04 15:34:16.518624+00:00,2021-01-04 15:34:16.518664+00:00
617,63,315052,9.0,6.0,99.0,,2021-01-04 15:34:40.696193+00:00,2021-01-04 15:34:40.696295+00:00
618,63,314006,6.5,9.5,92.0,,2021-01-04 15:35:00.834935+00:00,2021-01-04 15:35:00.834986+00:00
619,63,314003,6.5,6.5,95.0,,2021-01-04 15:35:31.784779+00:00,2021-01-04 15:35:31.784822+00:00
620,63,127427,8.0,6.5,98.0,,2021-01-04 15:36:00.267507+00:00,2021-01-04 15:36:00.267548+00:00
621,63,124416,8.5,9.0,88.0,,2021-01-04 15:36:25.618010+00:00,2021-01-04 15:36:25.618057+00:00
622,63,124305,3.5,6.0,96.0,,2021-01-04 15:36:50.058862+00:00,2021-01-04 15:36:50.058912+00:00
623,63,124214,1.5,6.0,96.0,,2021-01-04 15:37:10.277742+00:00,2021-01-04 15:37:10.277792+00:00
624,63,315057,6.5,5.5,96.0,,2021-01-04 15:38:05.802950+00:00,2021-01-04 15:38:05.802993+00:00
625,63,315051,9.0,6.0,95.0,,2021-01-04 15:39:28.054306+00:00,2021-01-04 15:39:28.054359+00:00
626,63,315003,9.0,8.0,78.0,,2021-01-04 15:39:54.448500+00:00,2021-01-04 15:39:54.448619+00:00
627,63,124911,1.5,5.5,97.0,,2021-01-04 15:40:19.807439+00:00,2021-01-04 15:40:19.807481+00:00
628,63,124711,7.5,4.5,93.0,,2021-01-04 15:40:50.128133+00:00,2021-01-04 15:40:50.128181+00:00
629,63,124414,6.5,2.0,100.0,,2021-01-04 15:41:09.574840+00:00,2021-01-04 15:41:09.574888+00:00
630,63,124413,8.0,6.0,89.0,,2021-01-04 15:41:35.866981+00:00,2021-01-04 15:41:35.867029+00:00
631,63,124355,2.0,9.0,96.0,,2021-01-04 15:41:53.338877+00:00,2021-01-04 15:41:53.338928+00:00
632,63,124213,2.0,1.5,99.0,,2021-01-04 15:42:24.447772+00:00,2021-01-04 15:42:24.447824+00:00
633,63,94591,4.5,2.5,90.0,,2021-01-04 15:42:49.944445+00:00,2021-01-04 15:42:49.944742+00:00
634,63,314009,5.5,7.0,95.0,,2021-01-04 15:43:13.684058+00:00,2021-01-04 15:43:13.684097+00:00
635,63,124708,8.0,8.5,92.0,,2021-01-04 15:43:38.239285+00:00,2021-01-04 15:43:38.239333+00:00
636,63,124400,6.0,4.5,100.0,,2021-01-04 15:44:02.130894+00:00,2021-01-04 15:44:02.130938+00:00
637,63,124212,5.5,6.0,93.0,,2021-01-04 15:44:27.022387+00:00,2021-01-04 15:44:27.022435+00:00
638,63,104228,9.5,6.0,89.0,,2021-01-04 15:45:08.427283+00:00,2021-01-04 15:45:08.427338+00:00
639,63,94481,3.0,5.5,94.0,,2021-01-04 15:45:34.735816+00:00,2021-01-04 15:45:34.735864+00:00
640,63,324246,5.5,6.5,96.0,,2021-01-04 15:45:55.844384+00:00,2021-01-04 15:45:55.844423+00:00
641,63,314011,5.0,5.5,93.0,,2021-01-04 15:46:29.635738+00:00,2021-01-04 15:46:29.635789+00:00
642,63,124220,9.5,2.0,92.0,,2021-01-04 15:46:48.136019+00:00,2021-01-04 15:46:48.136065+00:00
643,63,124118,4.0,5.0,96.0,,2021-01-04 15:47:17.396314+00:00,2021-01-04 15:47:17.396367+00:00
644,63,114081,3.0,6.5,95.0,,2021-01-04 15:47:39.759490+00:00,2021-01-04 15:47:39.759573+00:00
645,63,114052,7.5,7.5,93.0,,2021-01-04 15:48:06.965454+00:00,2021-01-04 15:48:06.965499+00:00
646,63,104131,6.0,6.0,73.0,,2021-01-04 15:48:26.374023+00:00,2021-01-04 15:48:26.374072+00:00
647,63,104022,7.0,8.0,83.0,,2021-01-04 15:48:55.508063+00:00,2021-01-04 15:48:55.508114+00:00
648,63,324445,1.5,1.5,100.0,,2021-01-04 15:49:22.913524+00:00,2021-01-04 15:49:22.913561+00:00
649,63,314100,1.0,1.0,,,2021-01-04 15:49:43.042607+00:00,2021-01-04 15:49:43.042659+00:00
650,63,234112,8.5,8.0,92.0,,2021-01-04 15:50:06.565334+00:00,2021-01-04 15:50:06.565378+00:00
651,63,124117,5.5,6.5,86.0,,2021-01-04 15:50:53.195733+00:00,2021-01-04 15:50:53.195784+00:00
652,63,114051,7.5,7.5,100.0,,2021-01-04 15:51:13.816248+00:00,2021-01-04 15:51:13.816302+00:00
653,63,104019,7.0,8.0,91.0,,2021-01-04 15:51:35.880230+00:00,2021-01-04 15:51:35.880278+00:00
654,63,104018,9.0,8.5,81.0,,2021-01-04 15:51:56.045207+00:00,2021-01-04 15:51:56.045311+00:00
655,70,236363,4.0,4.5,86.0,,2021-01-04 16:24:54.381613+00:00,2021-01-04 16:24:54.381647+00:00
656,70,236501,6.5,7.5,,,2021-01-04 16:25:27.101984+00:00,2021-01-04 16:25:27.102018+00:00
657,70,44252,4.0,3.5,84.0,,2021-01-04 16:26:05.682718+00:00,2021-01-04 16:26:05.682744+00:00
658,70,236319,5.0,7.0,,,2021-01-04 16:27:27.362010+00:00,2021-01-04 16:27:27.362049+00:00
659,70,114054,5.0,2.0,,,2021-01-04 16:29:04.695240+00:00,2021-01-04 16:29:04.695267+00:00
660,70,236267,4.5,3.5,,,2021-01-04 16:30:33.421442+00:00,2021-01-04 16:30:33.421468+00:00
661,70,94591,2.5,1.0,,,2021-01-04 16:32:29.595663+00:00,2021-01-04 16:32:29.595699+00:00
662,72,125001,6.0,4.0,100.0,,2021-01-04 18:03:54.164021+00:00,2021-01-04 18:03:54.164058+00:00
663,72,104032,7.0,5.5,100.0,,2021-01-04 18:04:32.027927+00:00,2021-01-04 18:04:32.027975+00:00
664,72,104031,8.0,6.5,87.0,,2021-01-04 18:05:05.835732+00:00,2021-01-04 18:05:05.835763+00:00
665,72,114051,4.5,5.5,100.0,,2021-01-04 18:05:52.026073+00:00,2021-01-04 18:05:52.026102+00:00
666,72,114052,6.0,5.0,100.0,,2021-01-04 18:06:36.068006+00:00,2021-01-04 18:06:36.068058+00:00
667,72,234114,5.0,6.5,100.0,,2021-01-04 18:06:59.788096+00:00,2021-01-04 18:06:59.788123+00:00
668,72,324033,7.5,6.5,89.0,,2021-01-04 18:07:22.857744+00:00,2021-01-04 18:07:22.857780+00:00
669,72,94347,5.5,4.5,90.0,,2021-01-04 18:07:49.262987+00:00,2021-01-04 18:07:49.263024+00:00
670,72,94210,5.0,5.5,96.0,,2021-01-04 18:08:45.078789+00:00,2021-01-04 18:08:45.078833+00:00
671,72,94219,5.5,6.0,96.0,,2021-01-04 18:09:08.631910+00:00,2021-01-04 18:09:08.631939+00:00
672,72,94201,6.0,6.0,90.0,,2021-01-04 18:09:44.827725+00:00,2021-01-04 18:09:44.827765+00:00
673,72,94412,7.0,6.0,100.0,,2021-01-04 18:11:13.223736+00:00,2021-01-04 18:11:13.223784+00:00
674,74,34010,10.0,7.5,54.0,,2021-01-04 20:42:50.250801+00:00,2021-01-04 20:42:50.250846+00:00
675,75,234114,7.0,4.0,,,2021-01-04 21:31:59.621865+00:00,2021-01-04 21:31:59.621915+00:00
676,75,114075,9.0,7.0,,,2021-01-04 21:32:57.639167+00:00,2021-01-04 21:32:57.639208+00:00
677,75,234118,4.0,7.0,,,2021-01-04 21:33:33.351435+00:00,2021-01-04 21:33:33.351478+00:00
678,75,234124,3.0,9.0,,,2021-01-04 21:33:59.208064+00:00,2021-01-04 21:33:59.208106+00:00
679,75,104134,3.0,3.0,,,2021-01-04 21:34:58.855271+00:00,2021-01-04 21:34:58.855322+00:00
680,76,94224,7.5,9.0,94.0,,2021-01-04 21:36:44.491658+00:00,2021-01-04 21:36:44.491683+00:00
681,76,44252,6.5,8.0,87.0,,2021-01-04 21:37:22.702060+00:00,2021-01-04 21:37:22.702106+00:00
682,76,234124,7.5,9.5,91.0,,2021-01-04 21:38:06.090409+00:00,2021-01-04 21:38:06.090461+00:00
683,76,234292,4.0,4.0,94.0,,2021-01-04 21:38:31.432042+00:00,2021-01-04 21:38:31.432080+00:00
684,76,94411,8.0,4.5,82.0,,2021-01-04 21:38:56.779972+00:00,2021-01-04 21:39:06.344018+00:00
685,76,234114,3.0,4.0,97.0,,2021-01-04 21:39:28.150718+00:00,2021-01-04 21:39:28.150767+00:00
686,76,114020,9.0,8.0,92.0,,2021-01-04 21:39:57.605585+00:00,2021-01-04 21:39:57.605643+00:00
687,76,104033,3.0,3.0,90.0,,2021-01-04 21:41:04.066369+00:00,2021-01-04 21:41:04.066412+00:00
688,76,104134,6.5,3.0,90.0,,2021-01-04 21:41:29.130361+00:00,2021-01-04 21:41:29.130449+00:00
689,77,44102,3.5,1.5,80.0,,2021-01-04 22:05:17.619499+00:00,2021-01-04 22:05:17.619633+00:00
690,77,104031,9.0,9.0,68.0,,2021-01-04 22:05:52.665500+00:00,2021-01-04 22:05:52.665550+00:00
691,77,104016,7.5,8.0,94.0,,2021-01-04 22:06:19.355143+00:00,2021-01-04 22:06:19.355197+00:00
692,77,114071,7.5,5.0,86.0,,2021-01-04 22:06:49.914009+00:00,2021-01-04 22:06:49.914059+00:00
694,77,324033,5.0,5.0,83.0,,2021-01-04 22:07:48.035202+00:00,2021-01-04 22:07:48.035248+00:00
695,77,44252,8.5,8.5,78.0,,2021-01-04 22:08:30.920547+00:00,2021-01-04 22:08:30.920589+00:00
698,77,114075,7.0,6.5,79.0,,2021-01-04 22:09:56.023308+00:00,2021-01-04 22:12:41.596714+00:00
697,77,104035,7.0,7.5,81.0,,2021-01-04 22:09:24.485610+00:00,2021-01-04 22:12:53.359515+00:00
696,77,104013,7.5,7.0,100.0,,2021-01-04 22:08:59.767278+00:00,2021-01-04 22:13:08.401154+00:00
693,77,234117,7.0,8.0,73.0,,2021-01-04 22:07:22.083853+00:00,2021-01-04 22:13:25.244087+00:00
699,80,104195,8.5,9.0,9.0,,2021-01-05 00:02:14.951027+00:00,2021-01-05 00:02:14.951052+00:00
700,82,104031,8.0,8.0,94.0,,2021-01-05 06:28:41.115666+00:00,2021-01-05 06:28:41.115712+00:00
701,82,94591,2.0,1.0,85.0,,2021-01-05 06:29:22.125692+00:00,2021-01-05 06:29:22.125748+00:00
702,82,104013,5.0,5.0,98.0,,2021-01-05 06:29:52.407634+00:00,2021-01-05 06:29:52.407691+00:00
703,82,104035,6.5,5.0,86.0,,2021-01-05 06:30:19.197842+00:00,2021-01-05 06:30:19.199396+00:00
704,82,114020,4.0,9.0,88.0,,2021-01-05 06:30:48.390236+00:00,2021-01-05 06:30:48.390294+00:00
705,82,114076,9.0,6.5,75.0,,2021-01-05 06:31:24.070631+00:00,2021-01-05 06:31:24.070690+00:00
706,82,234117,2.5,3.5,91.0,,2021-01-05 06:31:50.204073+00:00,2021-01-05 06:31:50.204131+00:00
707,82,44105,5.0,8.0,96.0,,2021-01-05 06:32:55.213986+00:00,2021-01-05 06:32:55.214030+00:00
708,82,104221,6.0,5.0,83.0,,2021-01-05 06:33:26.724816+00:00,2021-01-05 06:33:26.724973+00:00
709,82,104223,5.0,5.0,82.0,,2021-01-05 06:33:47.400831+00:00,2021-01-05 06:33:47.400917+00:00
710,82,114101,9.5,7.0,92.0,,2021-01-05 06:34:14.872051+00:00,2021-01-05 06:34:14.872108+00:00
711,82,104034,3.0,3.0,100.0,,2021-01-05 06:34:34.866861+00:00,2021-01-05 06:34:34.866918+00:00
712,82,114030,5.0,6.5,86.0,,2021-01-05 06:35:07.136078+00:00,2021-01-05 06:35:07.136130+00:00
713,82,44131,5.0,6.5,89.0,,2021-01-05 06:35:34.560473+00:00,2021-01-05 06:35:34.560529+00:00
714,82,44252,3.5,3.5,90.0,,2021-01-05 06:36:00.217826+00:00,2021-01-05 06:36:00.217884+00:00
715,82,114036,5.0,5.0,94.0,,2021-01-05 06:36:22.315950+00:00,2021-01-05 06:36:22.315993+00:00
716,82,114102,3.5,7.0,100.0,,2021-01-05 06:36:41.555943+00:00,2021-01-05 06:36:41.555998+00:00
717,82,115203,6.0,6.0,97.0,,2021-01-05 06:37:09.681961+00:00,2021-01-05 06:37:09.682018+00:00
718,82,44157,4.0,9.0,96.0,,2021-01-05 06:37:38.065572+00:00,2021-01-05 06:37:38.065621+00:00
719,83,234114,3.5,6.5,82.0,,2021-01-06 08:10:06.323459+00:00,2021-01-06 08:10:06.323525+00:00
720,83,234129,8.0,3.0,63.0,,2021-01-06 08:10:58.025060+00:00,2021-01-06 08:10:58.025118+00:00
721,83,104031,4.5,7.0,90.0,,2021-01-06 08:13:06.541907+00:00,2021-01-06 08:13:06.541972+00:00
722,83,104166,4.0,5.0,86.0,,2021-01-06 08:13:33.890741+00:00,2021-01-06 08:13:33.890805+00:00
750,84,114036,7.5,6.5,,,2021-01-06 08:48:39.536813+00:00,2021-01-06 08:48:39.536883+00:00
724,84,104195,7.0,7.0,,,2021-01-06 08:36:07.537998+00:00,2021-01-06 08:36:07.538071+00:00
725,84,104166,4.0,6.5,,,2021-01-06 08:36:47.141345+00:00,2021-01-06 08:36:47.141413+00:00
728,84,114074,9.0,8.0,,,2021-01-06 08:37:21.573813+00:00,2021-01-06 08:37:21.573872+00:00
732,84,104001,3.0,2.0,,,2021-01-06 08:38:22.044032+00:00,2021-01-06 08:38:22.044090+00:00
734,84,114020,5.0,5.0,,,2021-01-06 08:39:32.849481+00:00,2021-01-06 08:39:32.849547+00:00
736,84,234114,2.5,3.5,,,2021-01-06 08:40:53.464088+00:00,2021-01-06 08:40:53.464141+00:00
737,84,104172,6.5,4.0,,,2021-01-06 08:41:54.271883+00:00,2021-01-06 08:41:54.271950+00:00
738,84,104173,7.0,5.5,,,2021-01-06 08:42:22.638063+00:00,2021-01-06 08:42:22.638125+00:00
739,84,104281,8.5,7.0,,,2021-01-06 08:42:45.565002+00:00,2021-01-06 08:42:45.565061+00:00
